frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.986115,  1, 0.519141, 0, 0, 0.538987, 0, 0.195913, 0.373441, 0, 0, 0.338764, 0, 0.215595, 0, 0.0882714, 0.774716, 0.104225, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
2,  0.05005,  0.984911,  1, 0.516999, 0.135678, 0, 0.45795, 0, 0.120617, 0.425105, 0, 0, 0.424722, 0.0796668, 0.0842632, 0, 0.121902, 0.594958, 0.0552316, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
3,  0.1001,  0.982077,  1, 0.506614, 0.190558, 0, 0.427345, 0, 0.0954015, 0.464283, 0, 0, 0.477, 0.119546, 0.260396, 0, 0.157572, 0.433962, 0.0204899, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
4,  0.15015,  0.981469,  1, 0.47735, 0.0548796, 0, 0.37436, 0, 0.161147, 0.51338, 0, 0, 0.384225, 0.0572217, 0.541391, 0, 0.210694, 0.360436, 0.0263235, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
5,  0.2002,  0.984763,  1, 0.542521, 0.219189, 0, 0.287824, 0, 0.162663, 0.488276, 0, 0, 0.368887, 0.135925, 0.822914, 0, 0.223794, 0.389349, 0.0263235, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
6,  0.25025,  0.981082,  1, 0.49989, 0.235761, 0, 0.138766, 0, 0.208552, 0.431404, 0, 0, 0.397016, 0.188898, 0.764384, 0, 0.28123, 0.441546, 0.0263235, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
7,  0.3003,  0.981322,  1, 0.503342, 0.410997, 0, 0.138766, 0, 0.313441, 0.383222, 0, 0, 0.486428, 0.20114, 0.77024, 0, 0.247923, 0.450446, 0, 0.0148505, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
8,  0.35035,  0.977442,  1, 0.442319, 0.307435, 0, 0.0242729, 0, 0.340691, 0.285177, 0, 0, 0.512265, 0.122437, 0.734603, 0, 0.195317, 0.353187, 0, 0.155595, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
9,  0.4004,  0.978524,  1, 0.479639, 0.235984, 0, 0.0698389, 0, 0.441145, 0.317594, 0, 0, 0.511632, 0.0295834, 0.769582, 0, 0.0727883, 0.271331, 0, 0.349333, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
10,  0.45045,  0.9791,  1, 0.376737, 0.060747, 0, 0.0698389, 0, 0.495607, 0.305563, 0, 0, 0.360673, 0, 0.526135, 0, 0.0219699, 0.270903, 0, 0.471626, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
11,  0.5005,  0.974131,  1, 0.215608, 0, 0.0293546, 0.045566, 0, 0.583975, 0.390142, 0, 0, 0.348268, 0, 0.389197, 0.0366, 0, 0.262987, 0, 0.497837, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
12,  0.55055,  0.97877,  1, 0.0582578, 0, 0.0293546, 0, 0, 0.495414, 0.365718, 0, 0, 0.155573, 0, 0.284522, 0.109008, 0, 0.195404, 0, 0.476836, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
