frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.967816,  1, 0.369141, 0, 0.0397659, 0, 0, 0.16615, 0, 0, 0, 0, 0, 0, 0.167096, 0, 0, 0, 0.577808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
2,  0.05,  0.964603,  1, 0.418677, 0, 0.0623901, 0, 0, 0.170608, 0, 0, 0, 0, 0, 0, 0.201449, 0, 0, 0.0569377, 0.544547, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
3,  0.1,  0.967583,  1, 0.370946, 0, 0.0491348, 0, 0, 0.22831, 0, 0, 0, 0, 0, 0, 0.171713, 0, 0, 0.0571147, 0.534099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
4,  0.15,  0.970651,  1, 0.321065, 0, 0.000203831, 0, 0, 0.309293, 0, 0, 0, 0, 0, 0, 0.117029, 0, 0, 0.0571147, 0.508706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
5,  0.2,  0.972551,  1, 0.342882, 0, 0.0406072, 0, 0, 0.368888, 0, 0, 0, 0, 0, 0, 0.263654, 0, 0, 0.000177049, 0.53649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
6,  0.25,  0.972035,  1, 0.344637, 0, 0.05658, 0, 0, 0.324323, 0, 0, 0, 0, 0, 0.07873, 0.265182, 0, 0, 0, 0.506052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
7,  0.3,  0.968071,  1, 0.326673, 0, 0.0563761, 0, 0, 0.215397, 0, 0, 0, 0, 0, 0.178072, 0.21971, 0, 0, 0.0592244, 0.480679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
8,  0.35,  0.969208,  1, 0.275606, 0, 0.0307194, 0, 0, 0.201975, 0, 0, 0, 0, 0, 0.275253, 0.16472, 0, 0, 0.0592244, 0.462233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
9,  0.4,  0.966336,  1, 0.198535, 0, 0.0214463, 0, 0, 0.150249, 0, 0, 0, 0, 0, 0.251756, 0.196918, 0, 0, 0.0592244, 0.495518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
10,  0.45,  0.969654,  1, 0.128524, 0.0050713, 0.0214463, 0, 0, 0.126784, 0, 0, 0, 0, 0, 0.187691, 0.265303, 0, 0, 0, 0.521817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
